"","strain","isotype","substrate","latitude","longitude","elevation","landscape","isolation_date","source_lab","isolated_by","sampled_by"
"403","MY710","MY2573","Compost","51.950723","7.599099","64.68638610839844","Rural garden","2011-10-12","MY","C. Petersen","C. Petersen"
"404","MY934","MY2573","Compost","51.950723","7.599099","64.68638610839844","Rural garden","2012-01-25","MY","C. Petersen","C. Petersen"
"405","MY2585","MY2585","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2012-12-10","MY","C. Petersen","C. Petersen"
"406","MY2623","MY2585","Slug","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2013-08-09","MY","C. Petersen","C. Petersen"
"407","MY2685","MY2693","Isopod","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2013-08-19","MY","M . Barg","M. Barg"
"408","MY2693","MY2693","Slug","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2013-08-15","MY","R. Hermann","R. Hermann"
"409","MY2719","MY2693","Isopod","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2013-09-05","MY","M. Barg","M. Barg"
"410","MY2635","MY2713","Isopod","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2013-08-23","MY","R. Hermann","R. Hermann"
"411","MY2679","MY2713","Isopod","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2013-09-04","MY","R. Hermann","R. Hermann"
"412","MY2689","MY2713","Isopod","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2013-08-21","MY","M . Barg","M. Barg"
"413","MY2713","MY2713","Isopod","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2013-09-03","MY","M. Barg","M. Barg"
"414","MY803","MY2713","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2011-11-03","MY","C. Petersen","C. Petersen"
"415","MY2109","MY2741","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2012-08-15","MY","C. Petersen","C. Petersen"
"416","MY2692","MY2741","Isopod","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2013-08-16","MY","R. Hermann","R. Hermann"
"417","MY2741","MY2741","Slug","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2014-09-01","MY","C. Petersen","C. Petersen"
"418","MY518","MY518","Compost","51.964154","7.611719","60.35785675048828","Botanical garden zoo","2011-07-08","MY","C. Petersen","C. Petersen"
"419","MY679","MY679","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2011-09-27","MY","C. Petersen","C. Petersen"
"420","MY991","MY679","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2012-06-20","MY","C. Petersen","C. Petersen"
"421","MY772","MY772","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2011-09-27","MY","C. Petersen","C. Petersen"
"422","MY2099","MY795","Isopod","54.346355","10.117737","26.38671875","Botanical garden zoo","2012-08-15","MY","C. Petersen","C. Petersen"
"423","MY538","MY795","Slug","54.346355","10.117737","26.38671875","Rural garden","2011-08-25","MY","C. Petersen","C. Petersen"
"424","MY795","MY795","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2011-10-26","MY","C. Petersen","C. Petersen"
"425","MY2042","MY920","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2012-07-18","MY","C. Petersen","C. Petersen"
"426","MY2138","MY920","Slug","54.346355","10.117737","26.38671875","Botanical garden zoo","2012-09-17","MY","C. Petersen","C. Petersen"
"427","MY2347","MY920","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2012-10-24","MY","C. Petersen","C. Petersen"
"428","MY2373","MY920","Isopod","54.346355","10.117737","26.38671875","Botanical garden zoo","2012-10-24","MY","C. Petersen","C. Petersen"
"429","MY2406","MY920","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2012-10-24","MY","C. Petersen","C. Petersen"
"430","MY2688","MY920","Slug","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2013-08-21","MY","M . Barg","M. Barg"
"431","MY589","MY920","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2011-08-25","MY","C. Petersen","C. Petersen"
"432","MY741","MY920","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2011-10-10","MY","C. Petersen","C. Petersen"
"433","MY887","MY920","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2011-12-08","MY","C. Petersen","C. Petersen"
"434","MY920","MY920","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2012-01-18","MY","C. Petersen","C. Petersen"
"435","MY990","MY920","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2012-05-23","MY","C. Petersen","C. Petersen"
"436","CB3191","N2","Plant","None","None","None","Urban garden","1973-06-01","CGC","C. Johnson","None"
"437","CB3192","N2","Plant","None","None","None","Urban garden","1973-06-01","CGC","C. Johnson","None"
"438","CB3193","N2","Plant","None","None","None","Urban garden","1973-06-01","CGC","C. Johnson","None"
"439","CB3194","N2","Plant","None","None","None","Urban garden","1973-06-01","CGC","C. Johnson","None"
"440","CB3195","N2","Plant","None","None","None","Urban garden","1973-11-01","CGC","C. Johnson","None"
"441","CB4507","N2","None","None","None","None","None","None","CGC","None","None"
"442","ECA244","N2","Soil","44.85","0.48","18.0","Urban garden","None","CB","V. Nigon","V. Nigon"
"443","ECA253","N2","Compost","51.45","-2.59","13.12117195129395","Urban garden","1951-01-01","CGC","L. Staniland","W. Nicholas"
"444","ECA254","N2","Compost","51.45","-2.59","13.12117195129395","Urban garden","1951-01-01","CFB","L. Staniland","W. Nicholas"
"445","ECA255","N2","","","","","","","","",""
"446","ECA257","N2","Compost","51.45","-2.59","13.12117195129395","Urban garden","1951-01-01","WN","None","W. Nicholas"
"447","N2","N2","Compost","51.45","-2.59","13.12117195129395","Urban garden","1951-01-01","MT","W. Nicholas","W. Nicholas"
"448","PX176","N2","None","None","None","None","None","None","CGC","None","None"
"449","TR388","N2","None","None","None","None","None","None","CGC","None","None"
"450","TR389","N2","None","None","None","None","None","None","CGC","None","None"
"451","NIC1","NIC1","Rotting fruit","43.279","5.3543","13.21083354949951","None","2008-09-14","NIC","C. Braendle","C. Braendle"
"452","NIC1049","NIC1049","Compost","43.593561","1.45032","145.0925445556641","Botanical garden zoo","2014-10-14","NIC","C. Braendle","C. Braendle"
"453","NIC1107","NIC1107","Fruit","43.716278","7.266935","41.40293884277344","Botanical garden zoo","2014-11-25","NIC","C. Braendle","A. Vielle & P. Vigne"
"454","NIC166","NIC166","Fruit","46.72722","6.89775","687.1748046875","Rural garden","2007-07-27","NIC","C. Braendle","C. Braendle"
"455","NIC195","NIC195","Fruit","38.545874","-28.37322","118.5271530151367","Rural garden","2011-08-22","NIC","D. Bourc’his & J. Dumont","D. Bourc’his & J. Dumont"
"456","NIC196","NIC195","Fruit","38.4716405","-28.20149","17.41516304016113","Rural garden","2011-08-23","NIC","D. Bourc’his & J. Dumont","D. Bourc’his & J. Dumont"
"457","NIC197","NIC195","Fruit","38.39682","-28.25165","27.00426864624023","Rural garden","2011-08-23","NIC","D. Bourc’his & J. Dumont","D. Bourc’his & J. Dumont"
"458","NIC198","NIC195","Nut","39.4364016","-31.23849","265.8895263671875","Rural garden","2011-08-29","NIC","D. Bourc’his & J. Dumont","D. Bourc’his & J. Dumont"
"459","NIC199","NIC199","Nut","37.745428","-25.19929","25.5951042175293","Rural garden","2011-03-09","NIC","D. Bourc’his & J. Dumont","D. Bourc’his & J. Dumont"
"460","NIC200","NIC199","Fruit","37.74942","-25.66489","51.15507125854492","Rural garden","2011-05-09","NIC","D. Bourc’his & J. Dumont","D. Bourc’his & J. Dumont"
"461","NIC2","NIC2","Rotting plant","43.279","5.3543","13.21083354949951","Urban garden","2008-09-14","NIC","C. Braendle","C. Braendle"
"462","NIC207","NIC207","Rotting fruit","43.720505","7.24045","197.8188934326172","Rural garden","2011-09-21","NIC","C. Braendle","C. Braendle"
"463","NIC231","NIC231","Rotting fruit","43.720505","7.24045","197.8188934326172","Rural garden","2011-11-14","NIC","C. Braendle","C. Braendle"
"464","NIC232","NIC231","Rotting fruit","43.720505","7.24045","197.8188934326172","Rural garden","2011-11-14","NIC","C. Braendle","C. Braendle"
"465","NIC236","NIC236","Rotting fruit","39.242006","-9.313417","16.99942016601562","Rural garden","2011-11-26","NIC","C. Braendle","C. Braendle"
"466","NIC237","NIC236","Rotting fruit","39.242006","-9.313417","16.99942016601562","Rural garden","2011-11-26","NIC","C. Braendle","C. Braendle"
"467","NIC242","NIC242","Rotting fruit","38.691765","-9.31609","13.66660976409912","Urban garden","2008-08-17","NIC","C. Braendle","C. Braendle"
"468","NIC251","NIC251","Rotting fruit","38.66621","-28.151364","222.9651031494141","Rural garden","2012-08-01","NIC","S. Carvalho","S. Carvalho"
"469","NIC252","NIC252","Rotting fruit","38.661313","-28.147949","223.9359130859375","Rural garden","2012-08-01","NIC","S. Carvalho","S. Carvalho"
"470","NIC255","NIC255","Rotting fruit","43.714834","7.266779","58.40654373168945","Urban garden","2012-11-18","NIC","C. Braendle","C. Braendle"
"471","NIC256","NIC256","Fruit","38.71829","-9.14875","57.17520523071289","Botanical garden zoo","2012-12-02","NIC","C. Braendle","C. Braendle"
"472","NIC263","NIC256","Fruit","38.71829","-9.14875","57.17520523071289","Botanical garden zoo","2012-12-02","NIC","C. Braendle","C. Braendle"
"473","NIC258","NIC258","Fruit","38.71829","-9.14875","57.17520523071289","Botanical garden zoo","2012-12-02","NIC","C. Braendle","C. Braendle"
"474","NIC259","NIC259","Fruit","38.71829","-9.14875","57.17520523071289","Botanical garden zoo","2012-12-02","NIC","C. Braendle","C. Braendle"
"475","NIC260","NIC260","Fruit","38.71829","-9.14875","57.17520523071289","Botanical garden zoo","2012-12-02","NIC","C. Braendle","C. Braendle"
"476","NIC261","NIC261","Fruit","38.71829","-9.14875","57.17520523071289","Botanical garden zoo","2012-12-02","NIC","C. Braendle","C. Braendle"
"477","NIC262","NIC262","Flower","38.71829","-9.14875","57.17520523071289","Botanical garden zoo","2012-12-02","NIC","C. Braendle","C. Braendle"
"478","NIC265","NIC265","Flower","38.71829","-9.14875","57.17520523071289","Botanical garden zoo","2012-12-02","NIC","C. Braendle","C. Braendle"
"479","NIC266","NIC266","Flower","38.69237","-9.31592","12.62805271148682","Urban garden","2012-12-07","NIC","C. Braendle","C. Braendle"
"480","NIC267","NIC267","Fruit","38.69237","-9.31592","12.62805271148682","Urban garden","2012-12-07","NIC","C. Braendle","C. Braendle"
"481","NIC270","NIC267","Fruit","38.69237","-9.31592","12.62805271148682","Urban garden","2012-12-07","NIC","C. Braendle","C. Braendle"
"482","NIC268","NIC268","Fruit","38.69237","-9.31592","12.62805271148682","Urban garden","2012-12-07","NIC","C. Braendle","C. Braendle"
"483","NIC269","NIC269","Fruit","38.69237","-9.31592","12.62805271148682","Urban garden","2012-12-07","NIC","C. Braendle","C. Braendle"
"484","NIC271","NIC271","Fruit","38.69237","-9.31592","12.62805271148682","Urban garden","2012-12-07","NIC","C. Braendle","C. Braendle"
"485","NIC272","NIC272","Nut","39.769459","-8.756356","129.3492584228516","Rural garden","2012-12-09","NIC","C. Braendle","C. Braendle"
"486","NIC273","NIC272","Nut","39.769459","-8.756356","129.3492584228516","Rural garden","2012-12-09","NIC","C. Braendle","C. Braendle"
"487","NIC274","NIC274","Fruit","39.769459","-8.756356","129.3492584228516","Rural garden","2012-12-09","NIC","C. Braendle","C. Braendle"
"488","NIC275","NIC275","Nut","39.769459","-8.756356","129.3492584228516","Rural garden","2012-12-09","NIC","C. Braendle","C. Braendle"
"489","NIC276","NIC276","Fruit","39.769459","-8.756356","129.3492584228516","Rural garden","2012-12-09","NIC","C. Braendle","C. Braendle"
"490","NIC277","NIC277","Rotting fruit","43.716441","7.266138","42.70021057128906","Urban garden","2012-12-15","NIC","C. Braendle","C. Braendle"
"491","NIC3","NIC3","Fruit","43.3636","5.3215","54.98070526123047","None","2008-09-28","NIC","C. Braendle","C. Braendle"
"492","NIC4","NIC3","Fruit","43.3636","5.3215","54.98070526123047","None","2008-09-28","NIC","C. Braendle","C. Braendle"
"493","NIC501","NIC501","Fruit","48.77302","2.2675","106.1174545288086","Botanical garden zoo","2013-09-14","NIC","C. Braendle","C. Braendle"
"494","NIC511","NIC511","Fruit","40.8625","14.2623855","40.05019378662109","Botanical garden zoo","2013-11-14","NIC","C. Braendle","C. Braendle"
"495","NIC513","NIC513","Fruit","38.776038","-9.167136","75.2704849243164","Botanical garden zoo","2013-11-30","NIC","C. Braendle","C. Braendle"
"496","NIC514","NIC514","Fruit","38.776038","-9.167136","75.2704849243164","Botanical garden zoo","2013-11-30","NIC","C. Braendle","C. Braendle"
"497","NIC515","NIC515","Fruit","38.776775","-9.165884","67.4681625366211","Botanical garden zoo","2013-11-30","NIC","C. Braendle","C. Braendle"
"498","NIC522","NIC522","Fruit","36.535679","-6.304441","13.93406867980957","Botanical garden zoo","2014-04-01","NIC","C. Braendle","C. Braendle"
"499","NIC523","NIC523","Fruit","36.535679","-6.29831","14.55941200256348","Botanical garden zoo","2014-04-01","NIC","C. Braendle","C. Braendle"
"500","NIC526","NIC526","Fruit","36.535679","-6.304441","13.93406867980957","Botanical garden zoo","2014-04-01","NIC","C. Braendle","C. Braendle"
"501","NIC521","NIC527","Fruit","36.535679","-6.304441","13.93406867980957","Botanical garden zoo","2014-04-01","NIC","C. Braendle","C. Braendle"
"502","NIC527","NIC527","Fruit","36.535679","-6.304441","13.93406867980957","Botanical garden zoo","2014-04-01","NIC","C. Braendle","C. Braendle"
"503","NIC528","NIC528","Fruit","36.535679","-6.29831","14.55941200256348","Botanical garden zoo","2014-04-01","NIC","C. Braendle","C. Braendle"
"504","NIC529","NIC529","Fruit","37.870754","-4.784967","94.23223876953125","Botanical garden zoo","2014-05-01","NIC","C. Braendle","C. Braendle"
"505","PB303","PB303","Isopod","None","None","None","None","1998-11-14","CGC","S. Baird","S. Baird"
"506","ECA258","PB306","Isopod","None","None","None","None","1998-11-28","CFB","S. Baird","S. Baird"
"507","ECA259","PB306","Isopod","None","None","None","None","1998-11-28","CGC","S. Baird","S. Baird"
"508","PS2025","PS2025","None","34.19","-118.13","418.9955444335938","Urban garden","None","CGC","J. Demodena","J. Demodena"
"509","PX178","PX179","Isopod","44.035","-123.058","220.3521881103516","Urban garden","2001-09-01","CGC","B. White","B. White"
"510","PX179","PX179","Isopod","44.035","-123.058","220.3521881103516","Urban garden","2001-10-02","CGC","B. White","B. White"
"511","QG2075","QG2075","Fungus","33.951","-83.376","195.2137145996094","None","2013-02-20","QG","None","M. Rockman"
"512","QG536","QG536","","","","","","","","",""
"513","QG537","QG536","","","","","","","","",""
"514","QG538","QG536","","","","","","","","",""
"515","QG556","QG556","Rotting fruit","34.421629","-119.702021","19.49720573425293","None","2011-06-27","QG","None","A. Paaby"
"516","QG558","QG556","","","","","","","","",""
"517","QG557","QG557","Rotting fruit","34.421629","-119.702021","19.49720573425293","None","2011-06-27","QG","None","A. Paaby"
"518","QW947","QW947","Compost","-33.4213","-70.6106","623.6912231445312","Urban garden","2013-04-12","QW","M. Alkema","M. Alkema"
"519","QX1211","QX1211","Rotting fruit","37.7502","-122.4331","65.02645111083984","Urban garden","2007-11-26","QX","M. Rockman","M. Rockman"
"520","QX1215","QX1211","Rotting fruit","37.7502","-122.4331","65.02645111083984","Urban garden","2007-11-26","QX","M. Rockman","M. Rockman"
"521","QX1216","QX1211","Rotting fruit","37.7502","-122.4331","65.02645111083984","Urban garden","2007-11-26","QX","M. Rockman","M. Rockman"
"522","QX1212","QX1212","Rotting fruit","37.7502","-122.4331","65.02645111083984","Urban garden","2007-11-26","QX","M. Rockman","M. Rockman"
"523","QX1213","QX1212","Rotting fruit","37.7502","-122.4331","65.02645111083984","Urban garden","2007-11-26","QX","M. Rockman","M. Rockman"
"524","QX1214","QX1212","Rotting fruit","37.7502","-122.4331","65.02645111083984","Urban garden","2007-11-26","QX","M. Rockman","M. Rockman"
"525","QX1218","QX1233","Compost","37.8804","-122.2838","33.76996231079102"," Urban garden","2007-11-24","QX","M. Rockman","M. Rockman"
"526","QX1233","QX1233","Compost","37.8804","-122.2838","33.76996231079102","Urban garden","2007-11-24","QX","M. Rockman","M. Rockman"
"527","QX1791","QX1791","","","","","","","","",""
"528","QX1792","QX1792","","","","","","","","",""
"529","QX1793","QX1793","","","","","","","","",""
"530","QX1794","QX1794","","","","","","","","",""
"531","PX174","RC301","None","None","None","None","None","None","CGC","None","None"
"532","RC301","RC301","Compost","47.99","7.84","267.0","Urban garden","1983-01-01","CGC","R. Cassada","R. Cassada"
"533","MY2022","RC301","Isopod","54.346355","10.117737","26.38671875","Botanical garden zoo","2012-07-04","MY","C. Petersen","C. Petersen"
"534","MY2024","RC301","Slug","54.346355","10.117737","26.38671875","Botanical garden zoo","2012-07-04","MY","C. Petersen","C. Petersen"
"535","MY2078","RC301","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2012-08-01","MY","C. Petersen","C. Petersen"
"536","MY2291","RC301","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2012-10-10","MY","C. Petersen","C. Petersen"
"537","MY2630","RC301","Isopod","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2013-08-09","MY","R. Hermann","R. Hermann"
"538","MY2636","RC301","Isopod","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2013-08-23","MY","R. Hermann","R. Hermann"
"539","MY2640","RC301","Slug","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2013-08-23","MY","R. Hermann","R. Hermann"
"540","MY2681","RC301","Isopod","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2013-09-04","MY","C. Petersen","C. Petersen"
"541","MY2684","RC301","Slug","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2013-08-19","MY","M . Barg","M. Barg"
"542","MY2691","RC301","Isopod","54.3491","10.11505","25.30342864990234","Botanical garden zoo","2013-07-31","MY","R. Hermann","R. Hermann"
"543","MY684","RC301","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2011-09-27","MY","C. Petersen","C. Petersen"
"544","MY882","RC301","Compost","54.346355","10.117737","26.38671875","Botanical garden zoo","2011-12-01","MY","C. Petersen","C. Petersen"
"545","WN2001","WN2001","Compost","51.954422","6.303406","15.88888454437256","None","2008-06-26","WN","None","J. Riksen"
"546","WN2010","WN2001","Compost","51.954422","6.303406","15.88888454437256","None","2008-06-26","WN","None","J. Riksen"
"547","WN2011","WN2001","Compost","51.954422","6.303406","15.88888454437256","None","2008-06-26","WN","None","J. Riksen"
"548","WN2013","WN2001","Compost","51.954422","6.303406","15.88888454437256","None","2008-06-26","WN","None","J. Riksen"
"549","WN2014","WN2001","Compost","51.954422","6.303406","15.88888454437256","None","2008-06-26","WN","None","J. Riksen"
"550","WN2016","WN2001","Compost","51.954422","6.303406","15.88888454437256","None","2008-06-26","WN","None","J. Riksen"
"551","WN2017","WN2001","Compost","51.954422","6.303406","15.88888454437256","None","2008-06-26","WN","None","J. Riksen"
"552","WN2018","WN2001","Compost","51.954422","6.303406","15.88888454437256","None","2008-06-26","WN","None","J. Riksen"
"553","WN2019","WN2001","Compost","51.954422","6.303406","15.88888454437256","None","2008-06-26","WN","None","J. Riksen"
"554","WN2020","WN2001","Compost","51.954422","6.303406","15.88888454437256","None","2008-06-26","WN","None","J. Riksen"
"555","WN2021","WN2001","Compost","51.954422","6.303406","15.88888454437256","None","2008-06-26","WN","None","J. Riksen"
"556","WN2002","WN2002","Compost","51.975285","5.694834","27.70313453674316","Rural garden","2007-11-20","WN","J. Riksen","J. Riksen"
"557","WN2003","WN2002","Compost","51.975285","5.694834","27.70313453674316","Rural garden","2007-11-20","WN","J. Riksen","J. Riksen"
"558","WN2033","WN2033","Stem","51.975","5.694","26.52945137023926","Rural garden","2014-11-05","WN","J. Riksen","J. Riksen"
"559","WN2035","WN2033","Stem","51.975","5.694","26.52945137023926","Rural garden","2014-11-05","WN","J. Riksen","J. Riksen"
"560","WN2039","WN2033","Stem","51.975","5.694","26.52945137023926","Rural garden","2014-11-05","WN","J. Riksen","J. Riksen"
"561","WN2050","WN2050","Plant","51.975","5.717","20.09528923034668","Botanical garden zoo","2014-11-11","WN","J. Riksen","J. Riksen"
"562","WN2056","WN2050","Plant","51.975","5.717","20.09528923034668","Botanical garden zoo","2014-11-11","WN","J. Riksen","J. Riksen"
"563","XZ1513","XZ1513","Rotting fruit","22.14787","-159.63105","1270.0673828125","None","2014-10-08","XZ","M. Ailion","M. Ailion"
"564","XZ1514","XZ1514","Rotting fruit","22.149","-159.668","982.8529052734375","None","2014-10-15","XZ","M. Ailion","M. Ailion"
"565","XZ1515","XZ1515","Rotting fruit","22.149","-159.668","982.8529052734375","None","2014-10-15","XZ","M. Ailion","M. Ailion"
"566","XZ1516","XZ1516","Rotting fruit","22.149","-159.668","982.8529052734375","None","2014-10-15","XZ","M. Ailion","M. Ailion"
